text,label,text_minimal,text_no_punctuation,text_stopwords,text_stemming
"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",negative,"initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",initially the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries,initially company said maximum 15 people redundant parent company 15 subsidiaries,initi compani said maximum 15 peopl redund parent compani 15 subsidiari
It is a disappointment to see the plan folded .,negative,it is a disappointment to see the plan folded .,it is a disappointment to see the plan folded,disappointment plan folded,disappoint plan fold
It is the most awkward thing to use if you 're holding the phone with one hand .,negative,it is the most awkward thing to use if you 're holding the phone with one hand .,it is the most awkward thing to use if you re holding the phone with one hand,awkward thing use holding phone hand,awkward thing use hold phone hand
"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",negative,"jul. 18 -- police are looking for a man who they say terrorized three males at gunpoint on east maple avenue this afternoon , shooting one of them and kidnapping another .",jul 18 -- police are looking for a man who they say terrorized three males at gunpoint on east maple avenue this afternoon shooting one of them and kidnapping another,jul 18 -- police looking man say terrorized males gunpoint east maple avenue afternoon shooting kidnapping,jul 18 -- polic look man say terror male gunpoint east mapl avenu afternoon shoot kidnap
"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",neutral,"jussi pesonen , member of the sampo board since 2006 , will renounce his seat in sampo board .",jussi pesonen member of the sampo board since 2006 will renounce his seat in sampo board,jussi pesonen member sampo board 2006 renounce seat sampo board,jussi pesonen member sampo board 2006 renounc seat sampo board
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,neutral,kesko has previously published a stock exchange release concerning the deal on 7 february 2007 .,kesko has previously published a stock exchange release concerning the deal on 7 february 2007,kesko previously published stock exchange release concerning deal 7 february 2007,kesko previous publish stock exchang releas concern deal 7 februari 2007
Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,negative,korhonen was dismissed from her post of editor in chief of the group 's newspaper lapin kansa in december 2008 .,korhonen was dismissed from her post of editor in chief of the group s newspaper lapin kansa in december 2008,korhonen dismissed post editor chief group s newspaper lapin kansa december 2008,korhonen dismiss post editor chief group s newspap lapin kansa decemb 2008
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",negative,"last year , upm cut production , closed mills in finland and slashed 700 jobs .",last year upm cut production closed mills in finland and slashed 700 jobs,year upm cut production closed mills finland slashed 700 jobs,year upm cut product close mill finland slash 700 job
Less than ten people will face pension agreements .,neutral,less than ten people will face pension agreements .,less than ten people will face pension agreements,people face pension agreements,peopl face pension agreement
"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",negative,"( adp news ) - jan 27 , 2009 - finnish industrial machinery company vaahto group ltd oyj ( hel : wat1s ) said today that its subsidiary vaahto ltd would cut 15 jobs in finland .",adp news jan 27 2009 finnish industrial machinery company vaahto group ltd oyj hel wat1s said today that its subsidiary vaahto ltd would cut 15 jobs in finland,adp news jan 27 2009 finnish industrial machinery company vaahto group oyj hel wat1s said today subsidiary vaahto cut 15 jobs finland,adp news jan 27 2009 finnish industri machineri compani vaahto group oyj hel wat1 said today subsidiari vaahto cut 15 job finland
